record_id,qwen_class,dinov2_class,second_best_class,hybrid_class,confidence,policy,reason,changed
val_img8_pred26,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3586931439769587,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred27,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3493296319658189,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred28,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3602170570727881,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred29,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3576144564333778,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred30,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3488046459990733,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred31,defect_flashover,defect_flashover,defect_broken,defect_broken,0.3489513349935614,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred32,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3531884482373099,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred33,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3504661878666061,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred34,defect_broken,defect_flashover,insulator_ok,insulator_ok,0.340126172898502,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred35,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3480710761424868,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred36,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3578599548931456,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred37,unknown,defect_flashover,insulator_ok,defect_flashover,0.3528236669201749,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred38,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3505091290436588,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred39,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3441979354809781,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred40,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3444804955918479,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred41,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.351234988019422,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred42,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3595619925706791,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred43,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.349399677556048,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred44,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3450869454432826,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred45,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.351674418345935,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred46,unknown,defect_flashover,insulator_ok,defect_flashover,0.3524246864635497,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred47,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3476338569762494,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred48,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3501261657120907,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred49,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3548126345782162,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred50,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3498076734280727,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred51,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3400931408403078,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred52,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3509914933160672,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred53,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3379934283733851,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred54,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3511415159789921,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred55,unknown,defect_flashover,insulator_ok,defect_flashover,0.3570514483047856,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred56,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3443443594235735,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred57,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3443255031040285,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred58,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3491828520992637,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred59,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3397037901619916,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred60,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.351577651835029,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred61,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3393773718915603,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
val_img8_pred62,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3563026366923663,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred63,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3537166600097851,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred64,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3553760421591972,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred65,defect_broken,defect_flashover,defect_broken,defect_broken,0.3463461660848988,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred66,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3502537040062261,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred67,insulator_ok,defect_flashover,insulator_ok,insulator_ok,0.3484306202873712,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,False
val_img8_pred68,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.351210112104282,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred69,defect_flashover,defect_flashover,insulator_ok,defect_flashover,0.3567955739031079,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,False
val_img8_pred70,defect_broken,defect_flashover,insulator_ok,defect_flashover,0.3572375965580783,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred71,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.353575166673225,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred72,insulator_ok,defect_flashover,insulator_ok,defect_flashover,0.3565325080231961,dinov2_flash_lowconf_second_best_cv0p35,hard_dinov2,True
val_img8_pred73,defect_flashover,defect_flashover,insulator_ok,insulator_ok,0.3484594802388143,dinov2_flash_lowconf_second_best_cv0p35,dinov2_flash_lowconf_second_best_cv_0.35,True
